Beam_Name,Applied Force Vertical,Applied Force Horizontal,Length,Gamma_M,Steel Class
,,,,,
400  x  400 x 12,93,93,11,1.15,355
,,,,,
400  x  400 x 10,86,88,11,1.15,355
,,,,,
400  x  400 x 12,97,95,11,1.15,355
,,,,,
400  x  400 x 10,83,99,10,1.15,355
,,,,,
400  x  400 x 10,91,89,10,1.15,355
,,,,,
400  x  400 x 8,80,87,10,1.15,355
,,,,,
400  x  400 x 10,88,85,11,1.15,355
,,,,,
400  x  400 x 12,95,83,11,1.15,355
,,,,,
400  x  400 x 8,83,83,10,1.15,355
,,,,,
400  x  400 x 12,98,92,11,1.15,355
,,,,,
400  x  400 x 12,82,84,12,1.15,355
,,,,,
400  x  400 x 12,80,95,11,1.15,355
,,,,,
400  x  400 x 10,91,80,10,1.15,355
,,,,,
400  x  400 x 10,87,85,11,1.15,355
,,,,,
400  x  400 x 12,81,99,11,1.15,355
,,,,,
400  x  400 x 12,96,98,11,1.15,355
,,,,,
400  x  400 x 10,98,86,10,1.15,355
,,,,,
400  x  400 x 12,92,94,11,1.15,355
,,,,,
400  x  400 x 12,97,81,11,1.15,355
,,,,,
400  x  400 x 12.5,89,82,12,1.15,355
,,,,,
400  x  400 x 10,88,85,10,1.15,355
,,,,,
400  x  400 x 10,90,85,10,1.15,355
,,,,,
400  x  400 x 10,96,100,10,1.15,355
,,,,,
400  x  400 x 10,88,84,11,1.15,355
,,,,,
400  x  400 x 8,86,83,10,1.15,355
,,,,,
400  x  400 x 12,93,85,11,1.15,355
,,,,,
400  x  400 x 12,85,94,11,1.15,355
,,,,,
400  x  400 x 12,88,90,11,1.15,355
,,,,,
400  x  400 x 10,98,85,10,1.15,355
,,,,,
400  x  400 x 12,80,81,12,1.15,355
,,,,,
400  x  400 x 10,91,97,10,1.15,355
,,,,,
400  x  400 x 10,82,99,10,1.15,355
,,,,,
400  x  400 x 10,82,88,11,1.15,355
,,,,,
400  x  400 x 10,98,84,10,1.15,355
,,,,,
400  x  400 x 12,85,96,11,1.15,355
,,,,,
400  x  400 x 10,87,98,10,1.15,355
,,,,,
400  x  400 x 12,93,96,11,1.15,355
,,,,,
400  x  400 x 10,82,80,11,1.15,355
,,,,,
400  x  400 x 8,80,80,10,1.15,355
,,,,,
400  x  400 x 10,85,86,11,1.15,355
,,,,,
400  x  400 x 10,96,93,10,1.15,355
,,,,,
400  x  400 x 10,83,82,11,1.15,355
,,,,,
400  x  400 x 10,85,100,10,1.15,355
,,,,,
400  x  400 x 10,96,84,10,1.15,355
,,,,,
400  x  400 x 10,85,88,10,1.15,355
,,,,,
400  x  400 x 10,86,89,10,1.15,355
,,,,,
400  x  400 x 10,88,82,11,1.15,355
,,,,,
400  x  400 x 10,90,91,10,1.15,355
,,,,,
400  x  400 x 10,96,85,10,1.15,355
,,,,,
400  x  400 x 10,100,88,10,1.15,355
,,,,,
400  x  400 x 12.5,88,82,12,1.15,355
,,,,,
400  x  400 x 10,91,85,10,1.15,355
,,,,,
400  x  400 x 10,92,99,10,1.15,355
,,,,,
400  x  400 x 12.5,88,84,12,1.15,355
,,,,,
400  x  400 x 10,80,96,10,1.15,355
,,,,,
400  x  400 x 10,91,82,10,1.15,355
,,,,,
400  x  400 x 10,86,92,10,1.15,355
,,,,,
400  x  400 x 10,96,83,10,1.15,355
,,,,,
400  x  400 x 12,82,100,11,1.15,355
,,,,,
400  x  400 x 12,89,84,11,1.15,355
,,,,,
400  x  400 x 10,80,90,10,1.15,355
,,,,,
400  x  400 x 12.5,88,83,12,1.15,355
,,,,,
400  x  400 x 10,85,88,10,1.15,355
,,,,,
400  x  400 x 10,87,84,11,1.15,355
,,,,,
400  x  400 x 10,96,81,10,1.15,355
,,,,,
400  x  400 x 10,98,100,10,1.15,355
,,,,,
400  x  400 x 10,99,93,10,1.15,355
,,,,,
400  x  400 x 12,90,92,11,1.15,355
,,,,,
400  x  400 x 12,100,87,11,1.15,355
,,,,,
400  x  400 x 10,100,89,10,1.15,355
,,,,,
400  x  400 x 12,81,90,11,1.15,355
,,,,,
400  x  400 x 10,89,82,10,1.15,355
,,,,,
400  x  400 x 10,84,80,11,1.15,355
,,,,,
400  x  400 x 10,88,92,10,1.15,355
,,,,,
400  x  400 x 10,93,81,10,1.15,355
,,,,,
400  x  400 x 12,86,80,12,1.15,355
,,,,,
400  x  400 x 12,81,85,12,1.15,355
,,,,,
400  x  400 x 10,91,97,10,1.15,355
,,,,,
400  x  400 x 10,91,99,10,1.15,355
,,,,,
400  x  400 x 12,86,80,12,1.15,355
,,,,,
400  x  400 x 12,87,97,11,1.15,355
,,,,,
400  x  400 x 12,88,89,11,1.15,355
,,,,,
400  x  400 x 8,87,86,10,1.15,355
,,,,,
400  x  400 x 10,90,91,10,1.15,355
,,,,,
400  x  400 x 12,100,85,11,1.15,355
,,,,,
400  x  400 x 12,83,95,11,1.15,355
,,,,,
400  x  400 x 12,82,85,12,1.15,355
,,,,,
400  x  400 x 12,95,88,11,1.15,355
,,,,,
400  x  400 x 10,84,87,11,1.15,355
,,,,,
400  x  400 x 10,85,83,11,1.15,355
,,,,,
400  x  400 x 8,87,80,10,1.15,355
,,,,,
400  x  400 x 10,87,90,10,1.15,355
,,,,,
400  x  400 x 12,83,90,11,1.15,355
,,,,,
400  x  400 x 10,95,99,10,1.15,355
,,,,,
400  x  400 x 12,99,85,11,1.15,355
,,,,,
400  x  400 x 8,86,81,10,1.15,355
,,,,,
400  x  400 x 12,80,95,11,1.15,355
,,,,,
400  x  400 x 12,83,94,11,1.15,355
,,,,,
400  x  400 x 10,93,97,10,1.15,355
,,,,,
400  x  400 x 10,98,96,10,1.15,355
,,,,,
400  x  400 x 12,87,96,11,1.15,355
,,,,,
400  x  400 x 10,80,96,10,1.15,355
,,,,,
400  x  400 x 12,93,92,11,1.15,355
,,,,,
400  x  400 x 10,88,82,10,1.15,355
,,,,,
400  x  400 x 10,95,96,10,1.15,355
,,,,,
400  x  400 x 10,84,99,10,1.15,355
,,,,,
400  x  400 x 10,87,91,10,1.15,355
,,,,,
400  x  400 x 12,92,100,11,1.15,355
,,,,,
400  x  400 x 8,81,85,10,1.15,355
,,,,,
400  x  400 x 12,99,93,11,1.15,355
,,,,,
400  x  400 x 10,90,83,10,1.15,355
,,,,,
400  x  400 x 12,86,86,12,1.15,355
,,,,,
400  x  400 x 10,88,87,11,1.15,355
,,,,,
400  x  400 x 10,85,93,10,1.15,355
,,,,,
400  x  400 x 12.5,88,84,12,1.15,355
,,,,,
400  x  400 x 12,91,82,11,1.15,355
,,,,,
400  x  400 x 10,87,100,10,1.15,355
,,,,,
400  x  400 x 10,93,80,10,1.15,355
,,,,,
400  x  400 x 10,86,95,10,1.15,355
,,,,,
400  x  400 x 10,84,88,10,1.15,355
,,,,,
400  x  400 x 12,89,87,11,1.15,355
,,,,,
400  x  400 x 10,97,89,10,1.15,355
,,,,,
400  x  400 x 10,91,100,10,1.15,355
,,,,,
400  x  400 x 12,100,91,11,1.15,355
,,,,,
400  x  400 x 12,90,98,11,1.15,355
,,,,,
400  x  400 x 12,89,82,11,1.15,355
,,,,,
400  x  400 x 10,88,87,10,1.15,355
,,,,,
400  x  400 x 10,96,97,10,1.15,355
,,,,,
400  x  400 x 12,97,100,11,1.15,355
,,,,,
400  x  400 x 12,99,89,11,1.15,355
,,,,,
400  x  400 x 10,98,85,10,1.15,355
,,,,,
400  x  400 x 12,98,96,11,1.15,355
,,,,,
400  x  400 x 10,98,80,10,1.15,355
,,,,,
400  x  400 x 12,98,84,11,1.15,355
,,,,,
400  x  400 x 10,89,98,10,1.15,355
,,,,,
400  x  400 x 10,88,92,10,1.15,355
,,,,,
400  x  400 x 12,85,83,12,1.15,355
,,,,,
400  x  400 x 10,81,87,11,1.15,355
,,,,,
400  x  400 x 12,92,98,11,1.15,355
,,,,,
400  x  400 x 10,90,96,10,1.15,355
,,,,,
400  x  400 x 12,84,86,12,1.15,355
,,,,,
400  x  400 x 12,85,83,12,1.15,355
,,,,,
400  x  400 x 10,88,81,11,1.15,355
,,,,,
400  x  400 x 10,86,96,10,1.15,355
,,,,,
400  x  400 x 10,88,88,10,1.15,355
,,,,,
400  x  400 x 12,98,90,11,1.15,355
,,,,,
400  x  400 x 10,88,95,10,1.15,355
,,,,,
400  x  400 x 12,96,80,11,1.15,355
,,,,,
400  x  400 x 12,82,98,11,1.15,355
,,,,,
400  x  400 x 12,90,100,11,1.15,355
,,,,,
400  x  400 x 12,96,85,11,1.15,355
,,,,,
400  x  400 x 12,99,91,11,1.15,355
,,,,,
400  x  400 x 8,84,82,10,1.15,355
,,,,,
400  x  400 x 12,96,92,11,1.15,355
,,,,,
400  x  400 x 12,93,90,11,1.15,355
,,,,,
400  x  400 x 10,89,88,10,1.15,355
,,,,,
400  x  400 x 10,86,90,10,1.15,355
,,,,,
400  x  400 x 10,89,90,10,1.15,355
,,,,,
400  x  400 x 10,100,99,10,1.15,355
,,,,,
400  x  400 x 8,86,80,10,1.15,355
,,,,,
400  x  400 x 10,84,88,10,1.15,355
,,,,,
400  x  400 x 12,89,87,11,1.15,355
,,,,,
400  x  400 x 12,96,82,11,1.15,355
,,,,,
400  x  400 x 12.5,89,84,12,1.15,355
,,,,,
400  x  400 x 12,80,86,12,1.15,355
,,,,,
400  x  400 x 12,90,85,11,1.15,355
,,,,,
400  x  400 x 12,80,99,11,1.15,355
,,,,,
400  x  400 x 10,97,86,10,1.15,355
,,,,,
400  x  400 x 12,89,86,11,1.15,355
,,,,,
400  x  400 x 10,86,87,11,1.15,355
,,,,,
400  x  400 x 12,86,95,11,1.15,355
,,,,,
400  x  400 x 12,100,100,11,1.15,355
,,,,,
400  x  400 x 10,96,88,10,1.15,355
,,,,,
400  x  400 x 12,98,81,11,1.15,355
,,,,,
400  x  400 x 10,99,81,10,1.15,355
,,,,,
400  x  400 x 12,83,90,11,1.15,355
,,,,,
400  x  400 x 10,100,95,10,1.15,355
,,,,,
400  x  400 x 12,98,85,11,1.15,355
,,,,,
400  x  400 x 12.5,82,88,12,1.15,355
,,,,,
400  x  400 x 10,83,85,11,1.15,355
,,,,,
400  x  400 x 10,85,99,10,1.15,355
,,,,,
400  x  400 x 12,96,95,11,1.15,355
,,,,,
400  x  400 x 10,84,81,11,1.15,355
,,,,,
400  x  400 x 12,84,85,12,1.15,355
,,,,,
400  x  400 x 12,100,91,11,1.15,355
,,,,,
400  x  400 x 12.5,81,89,12,1.15,355
,,,,,
400  x  400 x 10,80,86,11,1.15,355
,,,,,
400  x  400 x 10,95,97,10,1.15,355
,,,,,
400  x  400 x 12,95,93,11,1.15,355
,,,,,
400  x  400 x 10,93,80,10,1.15,355
,,,,,
400  x  400 x 12,91,85,11,1.15,355
,,,,,
400  x  400 x 12,98,88,11,1.15,355
,,,,,
400  x  400 x 12,93,82,11,1.15,355
,,,,,
400  x  400 x 12,96,88,11,1.15,355
,,,,,
400  x  400 x 12,86,85,12,1.15,355
,,,,,
400  x  400 x 10,86,97,10,1.15,355
,,,,,
400  x  400 x 12.5,84,88,12,1.15,355
,,,,,
400  x  400 x 12,92,88,11,1.15,355
,,,,,
400  x  400 x 10,82,92,10,1.15,355
,,,,,
400  x  400 x 8,87,81,10,1.15,355
,,,,,
400  x  400 x 12,81,85,12,1.15,355
,,,,,
400  x  400 x 12,93,81,11,1.15,355
,,,,,
400  x  400 x 8,81,83,10,1.15,355
,,,,,
400  x  400 x 10,97,81,10,1.15,355
,,,,,
400  x  400 x 10,97,86,10,1.15,355
,,,,,
400  x  400 x 12,100,88,11,1.15,355
,,,,,
400  x  400 x 10,80,84,11,1.15,355
,,,,,
400  x  400 x 10,85,95,10,1.15,355
,,,,,
400  x  400 x 12,82,85,12,1.15,355
,,,,,
400  x  400 x 12,81,80,12,1.15,355
,,,,,
400  x  400 x 8,83,85,10,1.15,355
,,,,,
400  x  400 x 12,92,83,11,1.15,355
,,,,,
400  x  400 x 10,89,98,10,1.15,355
,,,,,
400  x  400 x 12,84,91,11,1.15,355
,,,,,
400  x  400 x 10,98,85,10,1.15,355
,,,,,
400  x  400 x 12,93,97,11,1.15,355
,,,,,
400  x  400 x 10,99,81,10,1.15,355
,,,,,
400  x  400 x 10,86,95,10,1.15,355
,,,,,
400  x  400 x 10,87,80,11,1.15,355
,,,,,
400  x  400 x 12,84,97,11,1.15,355
,,,,,
400  x  400 x 12,94,99,11,1.15,355
,,,,,
400  x  400 x 10,84,86,11,1.15,355
,,,,,
400  x  400 x 10,88,98,10,1.15,355
,,,,,
400  x  400 x 8,84,86,10,1.15,355
,,,,,
400  x  400 x 10,100,95,10,1.15,355
,,,,,
400  x  400 x 10,90,100,10,1.15,355
,,,,,
400  x  400 x 8,82,84,10,1.15,355
,,,,,
400  x  400 x 12,93,97,11,1.15,355
,,,,,
400  x  400 x 10,85,100,10,1.15,355
,,,,,
400  x  400 x 10,99,84,10,1.15,355
,,,,,
400  x  400 x 12,82,86,12,1.15,355
,,,,,
400  x  400 x 12,96,97,11,1.15,355
,,,,,
400  x  400 x 12,98,80,11,1.15,355
,,,,,
400  x  400 x 10,89,98,10,1.15,355
,,,,,
400  x  400 x 12,100,92,11,1.15,355
,,,,,
400  x  400 x 8,82,84,10,1.15,355
,,,,,
400  x  400 x 12,91,94,11,1.15,355
,,,,,
400  x  400 x 10,86,96,10,1.15,355
,,,,,
400  x  400 x 12,96,98,11,1.15,355
,,,,,
400  x  400 x 10,88,87,10,1.15,355
,,,,,
400  x  400 x 10,99,88,10,1.15,355
,,,,,
400  x  400 x 10,93,94,10,1.15,355
,,,,,
400  x  400 x 8,83,86,10,1.15,355
,,,,,
400  x  400 x 8,87,81,10,1.15,355
,,,,,
400  x  400 x 12,94,96,11,1.15,355
,,,,,
400  x  400 x 8,81,84,10,1.15,355
,,,,,
400  x  400 x 12,96,82,11,1.15,355
,,,,,
400  x  400 x 12,91,98,11,1.15,355
,,,,,
400  x  400 x 12,94,81,11,1.15,355
,,,,,
400  x  400 x 12,99,98,11,1.15,355
,,,,,
400  x  400 x 12,96,92,11,1.15,355
,,,,,
400  x  400 x 10,86,95,10,1.15,355
,,,,,
400  x  400 x 8,86,81,10,1.15,355
,,,,,
400  x  400 x 10,99,92,10,1.15,355
,,,,,
400  x  400 x 10,81,90,10,1.15,355
,,,,,
400  x  400 x 12,87,99,11,1.15,355
,,,,,
400  x  400 x 10,97,88,10,1.15,355
,,,,,
400  x  400 x 10,89,100,10,1.15,355
,,,,,
400  x  400 x 12,92,98,11,1.15,355
,,,,,
400  x  400 x 12,90,83,11,1.15,355
,,,,,
400  x  400 x 10,82,89,10,1.15,355
,,,,,
400  x  400 x 10,86,82,11,1.15,355
,,,,,
400  x  400 x 12,80,84,12,1.15,355
,,,,,
400  x  400 x 12,91,95,11,1.15,355
,,,,,
400  x  400 x 12.5,88,83,12,1.15,355
,,,,,
400  x  400 x 10,85,94,10,1.15,355
,,,,,
400  x  400 x 10,83,82,11,1.15,355
,,,,,
400  x  400 x 10,92,87,10,1.15,355
,,,,,
400  x  400 x 10,94,80,10,1.15,355
,,,,,
400  x  400 x 10,98,93,10,1.15,355
,,,,,
400  x  400 x 12,95,85,11,1.15,355
,,,,,
400  x  400 x 10,80,88,11,1.15,355
,,,,,
400  x  400 x 12,100,87,11,1.15,355
,,,,,
400  x  400 x 12,89,94,11,1.15,355
,,,,,
400  x  400 x 10,81,85,11,1.15,355
,,,,,
400  x  400 x 8,82,85,10,1.15,355
,,,,,
400  x  400 x 10,86,98,10,1.15,355
,,,,,
400  x  400 x 10,95,80,10,1.15,355
,,,,,
400  x  400 x 10,96,84,10,1.15,355
,,,,,
400  x  400 x 8,81,86,10,1.15,355
,,,,,
400  x  400 x 12,86,91,11,1.15,355
,,,,,
400  x  400 x 10,95,94,10,1.15,355
,,,,,
400  x  400 x 12,86,82,12,1.15,355
,,,,,
400  x  400 x 10,87,99,10,1.15,355
,,,,,
400  x  400 x 12.5,89,88,12,1.15,355
,,,,,
400  x  400 x 12,81,94,11,1.15,355
,,,,,
400  x  400 x 12,89,85,11,1.15,355
,,,,,
400  x  400 x 10,91,81,10,1.15,355
,,,,,
400  x  400 x 10,81,95,10,1.15,355
,,,,,
400  x  400 x 12,80,100,11,1.15,355
,,,,,
400  x  400 x 12,80,86,12,1.15,355
,,,,,
400  x  400 x 12,85,94,11,1.15,355
,,,,,
400  x  400 x 10,82,94,10,1.15,355
,,,,,
400  x  400 x 10,81,80,11,1.15,355
,,,,,
400  x  400 x 10,86,92,10,1.15,355
,,,,,
400  x  400 x 12,84,82,12,1.15,355
,,,,,
400  x  400 x 12,83,91,11,1.15,355
,,,,,
400  x  400 x 10,80,88,10,1.15,355
,,,,,
400  x  400 x 12,92,100,11,1.15,355
,,,,,
400  x  400 x 10,86,85,11,1.15,355
,,,,,
400  x  400 x 10,87,96,10,1.15,355
,,,,,
400  x  400 x 10,85,81,11,1.15,355
,,,,,
400  x  400 x 10,90,83,10,1.15,355
,,,,,
400  x  400 x 12.5,83,89,12,1.15,355
,,,,,
400  x  400 x 10,80,82,11,1.15,355
,,,,,
400  x  400 x 12.5,88,80,12,1.15,355
,,,,,
400  x  400 x 10,98,92,10,1.15,355
,,,,,
400  x  400 x 10,94,89,10,1.15,355
,,,,,
400  x  400 x 12,92,92,11,1.15,355
,,,,,
400  x  400 x 10,89,96,10,1.15,355
,,,,,
400  x  400 x 12,95,85,11,1.15,355
,,,,,
400  x  400 x 8,86,85,10,1.15,355
,,,,,
400  x  400 x 12.5,88,82,12,1.15,355
,,,,,
400  x  400 x 12,98,97,11,1.15,355
,,,,,
400  x  400 x 12,83,86,12,1.15,355
,,,,,
400  x  400 x 12,93,89,11,1.15,355
,,,,,
400  x  400 x 12,86,89,11,1.15,355
,,,,,
400  x  400 x 12,86,100,11,1.15,355
,,,,,
400  x  400 x 12,96,90,11,1.15,355
,,,,,
400  x  400 x 10,88,88,11,1.15,355
,,,,,
400  x  400 x 10,86,89,10,1.15,355
,,,,,
400  x  400 x 10,82,91,10,1.15,355
,,,,,
400  x  400 x 8,80,84,10,1.15,355
,,,,,
400  x  400 x 12,83,98,11,1.15,355
,,,,,
400  x  400 x 10,89,82,10,1.15,355
,,,,,
400  x  400 x 12.5,87,85,12,1.15,355
,,,,,
400  x  400 x 12.5,88,85,12,1.15,355
,,,,,
400  x  400 x 10,81,91,10,1.15,355
,,,,,
400  x  400 x 10,92,91,10,1.15,355
,,,,,
400  x  400 x 12.5,87,81,12,1.15,355
,,,,,
400  x  400 x 12,86,86,12,1.15,355
,,,,,
400  x  400 x 12,93,85,11,1.15,355
,,,,,
400  x  400 x 12,89,91,11,1.15,355
,,,,,
400  x  400 x 10,92,91,10,1.15,355
,,,,,
400  x  400 x 8,80,87,10,1.15,355
,,,,,
400  x  400 x 10,99,87,10,1.15,355
,,,,,
400  x  400 x 12,94,84,11,1.15,355
,,,,,
400  x  400 x 8,87,87,10,1.15,355
,,,,,
400  x  400 x 10,81,92,10,1.15,355
,,,,,
400  x  400 x 10,88,85,11,1.15,355
,,,,,
400  x  400 x 12,97,100,11,1.15,355
,,,,,
400  x  400 x 12,89,81,11,1.15,355
,,,,,
400  x  400 x 12,81,99,11,1.15,355
,,,,,
400  x  400 x 8,81,86,10,1.15,355
,,,,,
400  x  400 x 12,93,85,11,1.15,355
,,,,,
400  x  400 x 10,97,95,10,1.15,355
,,,,,
400  x  400 x 10,92,97,10,1.15,355
,,,,,
400  x  400 x 10,80,80,11,1.15,355
,,,,,
400  x  400 x 10,87,89,10,1.15,355
,,,,,
400  x  400 x 10,92,99,10,1.15,355
,,,,,
400  x  400 x 12,95,83,11,1.15,355
,,,,,
400  x  400 x 12,84,99,11,1.15,355
,,,,,
400  x  400 x 10,100,89,10,1.15,355
,,,,,
400  x  400 x 12,80,90,11,1.15,355
,,,,,
400  x  400 x 12,100,82,11,1.15,355
,,,,,
400  x  400 x 12.5,81,87,12,1.15,355
,,,,,
400  x  400 x 10,80,93,10,1.15,355
,,,,,
400  x  400 x 10,80,100,10,1.15,355
,,,,,
400  x  400 x 12,97,88,11,1.15,355
,,,,,
400  x  400 x 10,83,83,11,1.15,355
,,,,,
400  x  400 x 10,92,86,10,1.15,355
,,,,,
400  x  400 x 12.5,86,87,12,1.15,355
,,,,,
400  x  400 x 12,90,80,11,1.15,355
,,,,,
400  x  400 x 12,92,93,11,1.15,355
,,,,,
400  x  400 x 12,89,100,11,1.15,355
,,,,,
400  x  400 x 12,85,96,11,1.15,355
,,,,,
400  x  400 x 12,83,80,12,1.15,355
,,,,,
400  x  400 x 12,87,98,11,1.15,355
,,,,,
400  x  400 x 12,94,88,11,1.15,355
,,,,,
400  x  400 x 10,85,88,11,1.15,355
,,,,,
400  x  400 x 10,93,96,10,1.15,355
,,,,,
400  x  400 x 10,83,98,10,1.15,355
,,,,,
400  x  400 x 10,96,91,10,1.15,355
,,,,,
400  x  400 x 10,81,80,11,1.15,355
,,,,,
400  x  400 x 10,81,96,10,1.15,355
,,,,,
400  x  400 x 10,93,98,10,1.15,355
,,,,,
400  x  400 x 10,94,84,10,1.15,355
,,,,,
400  x  400 x 12.5,89,88,12,1.15,355
,,,,,
400  x  400 x 12,82,93,11,1.15,355
,,,,,
400  x  400 x 8,80,87,10,1.15,355
,,,,,
400  x  400 x 10,94,85,10,1.15,355
,,,,,
400  x  400 x 12,100,90,11,1.15,355
,,,,,
400  x  400 x 10,80,94,10,1.15,355
,,,,,
400  x  400 x 10,85,98,10,1.15,355
,,,,,
400  x  400 x 10,92,80,10,1.15,355
,,,,,
400  x  400 x 10,82,95,10,1.15,355
,,,,,
400  x  400 x 10,89,89,10,1.15,355
,,,,,
400  x  400 x 10,94,93,10,1.15,355
,,,,,
400  x  400 x 12,94,91,11,1.15,355
,,,,,
400  x  400 x 12,96,88,11,1.15,355
,,,,,
400  x  400 x 12,83,96,11,1.15,355
,,,,,
400  x  400 x 10,82,89,10,1.15,355
,,,,,
400  x  400 x 12.5,88,88,12,1.15,355
,,,,,
400  x  400 x 12,84,81,12,1.15,355
,,,,,
400  x  400 x 12,85,83,12,1.15,355
,,,,,
400  x  400 x 10,89,88,10,1.15,355
,,,,,
400  x  400 x 10,99,91,10,1.15,355
,,,,,
400  x  400 x 10,85,99,10,1.15,355
,,,,,
400  x  400 x 12,84,85,12,1.15,355
,,,,,
400  x  400 x 8,81,84,10,1.15,355
,,,,,
400  x  400 x 12,92,100,11,1.15,355
,,,,,
400  x  400 x 10,82,83,11,1.15,355
,,,,,
400  x  400 x 10,96,88,10,1.15,355
,,,,,
400  x  400 x 10,94,84,10,1.15,355
,,,,,
400  x  400 x 12.5,81,88,12,1.15,355
,,,,,
400  x  400 x 12,91,88,11,1.15,355
,,,,,
400  x  400 x 12,100,83,11,1.15,355
,,,,,
400  x  400 x 10,95,98,10,1.15,355
,,,,,
400  x  400 x 8,80,82,10,1.15,355
,,,,,
400  x  400 x 12,92,100,11,1.15,355
,,,,,
400  x  400 x 10,81,93,10,1.15,355
,,,,,
400  x  400 x 12,97,98,11,1.15,355
,,,,,
400  x  400 x 10,90,98,10,1.15,355
,,,,,
400  x  400 x 10,90,91,10,1.15,355
,,,,,
400  x  400 x 12,86,91,11,1.15,355
,,,,,
400  x  400 x 12,80,97,11,1.15,355
,,,,,
400  x  400 x 10,95,86,10,1.15,355
,,,,,
400  x  400 x 10,87,94,10,1.15,355
,,,,,
400  x  400 x 10,95,80,10,1.15,355
,,,,,
400  x  400 x 10,83,85,11,1.15,355
,,,,,
400  x  400 x 12,94,89,11,1.15,355
,,,,,
400  x  400 x 12,84,89,11,1.15,355
,,,,,
400  x  400 x 12,91,91,11,1.15,355
,,,,,
400  x  400 x 12,86,94,11,1.15,355
,,,,,
400  x  400 x 12,92,99,11,1.15,355
,,,,,
400  x  400 x 12.5,89,85,12,1.15,355
,,,,,
400  x  400 x 10,95,91,10,1.15,355
,,,,,
400  x  400 x 12,90,86,11,1.15,355
,,,,,
400  x  400 x 12,87,92,11,1.15,355
,,,,,
400  x  400 x 8,82,86,10,1.15,355
,,,,,
400  x  400 x 10,99,98,10,1.15,355
,,,,,
400  x  400 x 10,87,85,11,1.15,355
,,,,,
400  x  400 x 12,94,85,11,1.15,355
,,,,,
400  x  400 x 10,93,84,10,1.15,355
,,,,,
400  x  400 x 10,80,90,10,1.15,355
,,,,,
400  x  400 x 10,94,80,10,1.15,355
,,,,,
400  x  400 x 10,91,87,10,1.15,355
,,,,,
400  x  400 x 10,87,80,11,1.15,355
,,,,,
400  x  400 x 12,80,82,12,1.15,355
,,,,,
400  x  400 x 10,94,87,10,1.15,355
,,,,,
400  x  400 x 10,99,89,10,1.15,355
,,,,,
400  x  400 x 10,91,97,10,1.15,355
,,,,,
400  x  400 x 10,87,81,11,1.15,355
,,,,,
400  x  400 x 10,86,99,10,1.15,355
,,,,,
400  x  400 x 10,82,91,10,1.15,355
,,,,,
400  x  400 x 12,80,95,11,1.15,355
,,,,,
400  x  400 x 10,92,89,10,1.15,355
,,,,,
400  x  400 x 10,97,91,10,1.15,355
,,,,,
400  x  400 x 8,81,84,10,1.15,355
,,,,,
400  x  400 x 12,100,97,11,1.15,355
,,,,,
400  x  400 x 10,99,91,10,1.15,355
,,,,,
400  x  400 x 10,82,95,10,1.15,355
,,,,,
400  x  400 x 12,84,82,12,1.15,355
,,,,,
400  x  400 x 12,95,98,11,1.15,355
,,,,,
400  x  400 x 12,98,98,11,1.15,355
,,,,,
400  x  400 x 10,83,89,10,1.15,355
,,,,,
400  x  400 x 10,83,100,10,1.15,355
,,,,,
400  x  400 x 10,98,94,10,1.15,355
,,,,,
400  x  400 x 10,95,81,10,1.15,355
,,,,,
400  x  400 x 12.5,88,89,12,1.15,355
,,,,,
400  x  400 x 12.5,81,88,12,1.15,355
,,,,,
400  x  400 x 12,87,95,11,1.15,355
,,,,,
400  x  400 x 12,81,90,11,1.15,355
,,,,,
400  x  400 x 12,99,81,11,1.15,355
,,,,,
400  x  400 x 12,87,91,11,1.15,355
,,,,,
400  x  400 x 10,87,89,10,1.15,355
,,,,,
400  x  400 x 10,94,88,10,1.15,355
,,,,,
400  x  400 x 8,86,87,10,1.15,355
,,,,,
400  x  400 x 12,94,90,11,1.15,355
,,,,,
400  x  400 x 12,86,96,11,1.15,355
,,,,,
400  x  400 x 10,86,89,10,1.15,355
,,,,,
400  x  400 x 10,97,80,10,1.15,355
,,,,,
400  x  400 x 12,92,100,11,1.15,355
,,,,,
400  x  400 x 12.5,85,89,12,1.15,355
,,,,,
400  x  400 x 12,90,95,11,1.15,355
,,,,,
400  x  400 x 12,95,87,11,1.15,355
,,,,,
400  x  400 x 10,88,80,11,1.15,355
,,,,,
400  x  400 x 10,82,94,10,1.15,355
,,,,,
400  x  400 x 8,84,82,10,1.15,355
,,,,,
400  x  400 x 12,89,98,11,1.15,355
,,,,,
400  x  400 x 10,91,99,10,1.15,355
,,,,,
400  x  400 x 12,96,94,11,1.15,355
,,,,,
400  x  400 x 10,94,98,10,1.15,355
,,,,,
400  x  400 x 10,91,94,10,1.15,355
,,,,,
400  x  400 x 12,82,97,11,1.15,355
,,,,,
400  x  400 x 12,85,98,11,1.15,355
,,,,,
400  x  400 x 10,87,81,11,1.15,355
,,,,,
400  x  400 x 12.5,82,89,12,1.15,355
,,,,,
400  x  400 x 10,98,97,10,1.15,355
,,,,,
400  x  400 x 10,95,98,10,1.15,355
,,,,,
400  x  400 x 10,97,89,10,1.15,355
,,,,,
400  x  400 x 10,86,85,11,1.15,355
,,,,,
400  x  400 x 12,94,87,11,1.15,355
,,,,,
400  x  400 x 10,96,92,10,1.15,355
,,,,,
400  x  400 x 10,100,83,10,1.15,355
,,,,,
400  x  400 x 12,82,84,12,1.15,355
,,,,,
